char_a,char_b,common_neighbors,ever_meet,first_meet_book
Chudley Cannons,Poppy Pomfrey,3,False,
Chudley Cannons,Prime Minister,3,False,
Borgin,Buckbeak,3,False,
Chudley Cannons,Quirinus Quirrell,3,False,
Irma Pince,Sorting Hat,3,False,
Chudley Cannons,Remus Lupin,3,False,
Irma Pince,Vernon Dursley,3,False,
Irma Pince,Walden Macnair,3,False,
Bloody Baron,William Weasley,3,False,
Fluffy,Ronan,3,False,
James Potter I,Marcus Flint,3,False,
James Potter I,Mason,3,False,
Bloody Baron,Vernon Dursley,3,False,
Bloody Baron,Tom Riddle,3,False,
Bloody Baron,Sybill Trelawney,3,False,
Bloody Baron,Sorting Hat,3,False,
Chudley Cannons,Rolanda Hooch,3,False,
Chudley Cannons,Rowena Ravenclaw,3,False,
Chudley Cannons,Rubeus Hagrid,3,False,
Chudley Cannons,Salazar Slytherin,3,False,
Chudley Cannons,Seamus Finnigan,3,False,
James Potter I,Piers Polkiss,3,False,
Chudley Cannons,Severus Snape,3,False,
Fluffy,Penelope Clearwater,3,False,
Bloody Baron,Rolanda Hooch,3,False,
James Potter I,Rolanda Hooch,3,False,
Chudley Cannons,Sirius Black,3,False,
Chudley Cannons,Sorting Hat,3,False,
Bloody Baron,Fang,3,False,
Bloody Baron,Dean Thomas,3,False,
Blaise Zabini,Poppy Pomfrey,3,False,
Florean Fortescue,Rubeus Hagrid,3,True,6.0
Florean Fortescue,Rolanda Hooch,3,False,
Florean Fortescue,Remus Lupin,3,True,6.0
Florean Fortescue,Quirinus Quirrell,3,False,
Florean Fortescue,Prime Minister,3,False,
Keeper of the reptile house,Rowena Ravenclaw,3,False,
Florean Fortescue,Poppy Pomfrey,3,False,
Florean Fortescue,Pomona Sprout,3,False,
Florean Fortescue,Peter Pettigrew,3,False,
Florean Fortescue,Percy Weasley,3,False,
Florean Fortescue,Penelope Clearwater,3,False,
Keeper of the reptile house,Sybill Trelawney,3,False,
Florean Fortescue,Peeves,3,False,
Keeper of the reptile house,Vernon Dursley,3,False,
Florean Fortescue,Parvati Patil,3,False,
Keeper of the reptile house,William Weasley,3,False,
Florean Fortescue,Oliver Wood,3,False,
Florean Fortescue,Nicolas Flamel,3,False,
Florean Fortescue,Neville Longbottom,3,False,
Florean Fortescue,Myrtle Warren,3,False,
Florean Fortescue,Mrs Norris,3,False,
Florean Fortescue,Molly Weasley,3,True,6.0
Lavender Brown,Molly Weasley,3,True,6.0
Florean Fortescue,Minerva McGonagall,3,False,
Lavender Brown,Myrtle Warren,3,False,
Lavender Brown,Nicolas Flamel,3,False,
Lavender Brown,Pansy Parkinson,3,False,
Florean Fortescue,Millicent Bulstrode,3,False,
Lavender Brown,Penelope Clearwater,3,False,
Florean Fortescue,Merlin,3,False,
Florean Fortescue,Rowena Ravenclaw,3,False,
Keeper of the reptile house,Peeves,3,False,
Bloody Baron,Cuthbert Binns,3,False,
Florean Fortescue,Salazar Slytherin,3,False,
Bloody Baron,Crookshanks,3,False,
Bloody Baron,Cornelius Fudge,3,False,
Fluffy,Garrick Ollivander,3,False,
Florean Fortescue,Walden Macnair,3,False,
Katie Bell,Penelope Clearwater,3,False,
Bloody Baron,Buckbeak,3,False,
Blaise Zabini,William Weasley,3,False,
Katie Bell,Petunia Dursley,3,False,
Florean Fortescue,Vincent Crabbe,3,False,
Katie Bell,Roger Davies,3,True,5.0
Blaise Zabini,Vincent Crabbe,3,True,6.0
Florean Fortescue,Vernon Dursley,3,False,
Katie Bell,Seamus Finnigan,3,True,6.0
Florean Fortescue,Tom Riddle,3,False,
Blaise Zabini,Sybill Trelawney,3,False,
Katie Bell,Sorting Hat,3,False,
Katie Bell,Sybill Trelawney,3,False,
Blaise Zabini,Sorting Hat,3,False,
Katie Bell,Vernon Dursley,3,False,
Florean Fortescue,Sybill Trelawney,3,False,
Katie Bell,William Weasley,3,True,7.0
Keeper of the reptile house,Lee Jordan,3,False,
Keeper of the reptile house,Lucius Malfoy,3,False,
Florean Fortescue,Sorting Hat,3,False,
Keeper of the reptile house,Merlin,3,False,
Keeper of the reptile house,Mrs Norris,3,False,
Florean Fortescue,Sirius Black,3,False,
Florean Fortescue,Severus Snape,3,False,
Florean Fortescue,Seamus Finnigan,3,False,
Errol,Walden Macnair,3,False,
